DATE,IP SOURCE,OWNER SOURCE,ID SOURCE,IP TARGET,STATE TARGET,TARGET OWNER,ID TARGET,INTRUSION METHOD,SUCCESS,LOG TRACE,VOTES CHANGED
11/04/2020 12:42:15,46.541.761.229,SWITCHBOARD SWITCHBOARD NETWORK SBUH-187 INFRASTRUCTURE,29:32:c6:8f:ae:ef,21.227.80.736,GEORGIA,CLINCH COUNTY ELECTION,9d:13:26:b9:a3:9e,FIREWALL,Y,Y,TRUMP: DOWN 37731
11/02/2020 15:31:34,950.961.599.453,SINGNET GU MOSCOW NETLIN NET LTD WLS,da:61:aa:d8:bb:02,589.283.411.568,PENNSYLVANIA,PERRY COUNTY ELECTION,c6:14:4d:e8:90:c7,FIREWALL,U,N,TRUMP: DOWN 32926
11/05/2020 15:47:00,46.275.396.59,CELLNAM RSV BEIJING RCV HPO-SUITE INFRASTRUCTURE CENTER,24:6b:50:6c:7a:f3,554.73.247.996,ARIZONA,SANTA CRUZ COUNTY,21:a2:aa:30:0c:ba,FIREWALL,Y, ,TRUMP: DOWN 27671
11/05/2020 21:51:16,115.180.561.44,IP STATIC CN COMMERCIAL RU NET STATIC,c1:ec:61:5b:4d:4b,319.412.787.125,NEVADA,LANDER COUNTY,c9:4d:35:5a:10:b4,CREDENTIALS,Y, ,TRUMP: DOWN 3666
11/02/2020 04:12:39,490.641.216.341,CELLNAM 718 TECHNOLOGY AVHJ-OU INFORMATION HPO-SUITE 718,9c:d6:63:84:da:6b,276.87.736.583,MICHIGAN,ARENAC COUNTY ELECTION,cf:e7:b0:c8:b7:11,BOTH,N,N,TRUMP: DOWN 38477
11/04/2020 02:08:50,463.853.3.27,NETLIN TECHNOLOGY SBUH-187 SWITCHBOARD,1f:5e:38:4a:aa:c5,38.106.198.480,MICHIGAN,MENOMINEE COUNTY,5c:fe:15:85:34:7b,CREDENTIALS,U,Y,TRUMP: DOWN 28209
11/05/2020 19:54:35,954.230.590.948,BEIJING JAPAN WLS INFORMATION,23:57:05:54:fb:64,99.270.885.789,MICHIGAN,GRATIOT COUNTY ELECTION,32:ed:f9:31:4e:da,*, , ,TRUMP: DOWN 49262
11/04/2020 16:09:54,194.553.287.596,INFORMATION CHINA BG IP,46:1c:cc:a3:95:5c,140.110.132.691,NEVADA,MINERAL COUNTY ELECTION,cb:f9:f2:25:17:36,*,U, ,TRUMP: DOWN 37906
11/03/2020 08:35:54,202.514.345.594,718 GU BEIJING SBUH-187 ALLOYS CN CH,31:f0:70:e2:bd:b9,919.748.76.491,ARIZONA,PIMA COUNTY,5f:a9:21:1a:28:16,FIREWALL,Y, ,TRUMP: DOWN 1658
11/04/2020 14:46:36,539.753.325.87,WUHAN NETW TECHNOLOGY,b4:10:b9:ee:7f:a1,9.894.899.942,PENNSYLVANIA,HUNTINGDON COUNTY ELECTION,e9:ac:c9:32:a6:07,FIREWALL, ,N,TRUMP: DOWN 9653
11/01/2020 21:52:57,899.937.982.253,CELLNAM RSV GMBH DATA COMMERCE INFRASTRUCTURE,f7:67:d4:e9:04:a4,414.82.740.665,PENNSYLVANIA,COLUMBIA COUNTY,43:0b:e3:fc:6c:81,FIREWALL, , ,TRUMP: DOWN 40270
11/01/2020 15:56:48,900.554.18.765,LKL-21 SUITE NETW KJBHJD LTD,22:40:57:a4:21:59,98.650.696.518,ARIZONA,COCONINO COUNTY ELECTION,e6:d5:3a:8f:a0:87,CREDENTIALS, ,N,TRUMP: DOWN 26007
11/01/2020 06:29:26,891.322.274.928,MOSCOW GMBH RCV,0e:83:e9:2a:1b:63,957.925.304.14,ARIZONA,GRAHAM COUNTY,1e:e9:42:09:9a:20,CREDENTIALS,Y,Y,TRUMP: DOWN 38648
11/04/2020 11:24:39,10.845.887.887,SBUH-187 SINGNET LKL-21 TECHNOLOGY INFORMATION WEB BEIJING,f9:b8:3d:85:24:b9,362.192.124.370,ARIZONA,GREENLEE COUNTY ELECTION,5d:03:72:17:76:75,FIREWALL, ,N,TRUMP: DOWN 26551
11/05/2020 20:10:33,207.395.967.973,IP ALLOYS LKL-21 200,82:9e:2a:e7:8f:b2,349.22.472.432,NEVADA,EUREKA COUNTY ELECTION,cc:f2:9b:59:53:e0,FIREWALL,N,Y,TRUMP: DOWN 14263
11/01/2020 09:01:20,94.27.128.710,SINGNET LTD SBUH-187 E-LEARNING NETWORK,60:41:d0:0d:ab:93,911.176.237.326,GEORGIA,PIKE COUNTY,f8:cd:10:72:ba:0c,*, ,N,TRUMP: DOWN 2192
11/05/2020 15:24:17,887.496.623.106,SUITE GB JAPAN 718 CELLNAM WLS ALK-143,9f:d1:04:ac:ff:5e,230.609.397.538,GEORGIA,GORDON COUNTY ELECTION,5a:e5:ff:f9:45:c9,BOTH,U,N,TRUMP: DOWN 3136
11/05/2020 20:19:58,278.136.269.134,GMBH SBUH-187 MOSCOW NETWORK IP INFORMATION,83:d7:ec:bf:14:1c,413.972.442.807,GEORGIA,CARROLL COUNTY ELECTION,5f:e7:c0:ae:56:68,CREDENTIALS,N,Y,TRUMP: DOWN 8234
11/03/2020 01:35:23,638.999.914.795,GB DATA MOSCOW RCV 200 CELLNAM GMBH,eb:f3:f0:e6:d0:72,131.537.153.307,ARIZONA,PINAL COUNTY ELECTION,56:68:c4:87:78:37,CREDENTIALS,Y, ,TRUMP: DOWN 35132
11/03/2020 07:27:42,128.262.898.749,RCV NETW ETHN LTD INFRASTRUCTURE,9e:71:57:80:34:8d,302.328.750.229,ARIZONA,YUMA COUNTY,f1:ca:8f:88:91:7f,*,U,N,TRUMP: DOWN 3402
11/01/2020 22:49:43,917.334.231.90,DATA LKL-21 INFRASTRUCTURE HPO-SUITE CENTER JAPAN,c1:39:32:8b:5f:5a,290.19.671.285,PENNSYLVANIA,MCKEAN COUNTY ELECTION,1c:a0:2e:4e:eb:20,BOTH,Y,N,TRUMP: DOWN 32536
11/05/2020 12:58:40,263.481.66.646,GU LTD,eb:34:cb:ea:dd:f5,855.711.858.85,ARIZONA,GILA COUNTY ELECTION,37:b1:1a:67:d2:73,FIREWALL,Y,N,TRUMP: DOWN 10256
11/05/2020 03:07:41,659.434.277.899,TECH AVHJ-OU KJBHJD LTD SBUH-187 ALLOYS,21:a8:96:71:9e:14,267.302.864.778,NEVADA,LINCOLN COUNTY ELECTION,63:63:ca:0a:3d:2f,BOTH,Y,N,TRUMP: DOWN 18551
11/02/2020 12:20:56,449.119.293.970,CHINA SWITCHBOARD E-LEARNING SERVER,3f:3d:38:7c:86:1a,383.861.981.273,GEORGIA,BEN HILL COUNTY,c7:a4:d3:f9:29:5d,CREDENTIALS, ,N,TRUMP: DOWN 37132
11/05/2020 22:14:27,562.511.165.572,SWITCHBOARD 718 IP DATA,94:4c:c1:a7:cb:75,735.555.618.760,MICHIGAN,VAN BUREN COUNTY ELECTION,fa:a2:06:34:e4:ba,CREDENTIALS,U, ,TRUMP: DOWN 24263
11/04/2020 15:37:39,593.173.225.82,COMMERCIAL ETHN,10:4e:69:e9:42:06,484.471.96.422,GEORGIA,ROCKDALE COUNTY ELECTION,bd:10:1d:7e:e2:f8,BOTH,Y,Y,TRUMP: DOWN 16307
11/01/2020 13:39:19,347.507.629.701,KJBHJD LTD ONLINE WEB ONLINE DATA E-LEARNING,b7:20:ad:92:a3:20,726.665.388.930,MICHIGAN,ALLEGAN COUNTY ELECTION,a1:0a:7a:8d:03:22,FIREWALL,N, ,TRUMP: DOWN 30728
11/02/2020 21:28:18,908.740.367.249,RCV AVHJ-OU NETWORK CELLNAM NETW,7c:10:e2:be:df:9c,741.425.611.28,NEVADA,CLARK COUNTY ELECTION,fb:f3:e8:6c:db:83,CREDENTIALS,N,Y,TRUMP: DOWN 16439
11/03/2020 07:08:58,158.64.212.19,HPO-SUITE CELLNAM TECHNOLOGY TECH SWITCHBOARD GMBH ONLINE,c5:7d:fe:55:a7:8a,28.716.34.231,PENNSYLVANIA,CAMBRIA COUNTY,18:e9:ce:1c:43:36,CREDENTIALS, , ,TRUMP: DOWN 3312
11/04/2020 20:10:47,845.960.723.799,TECHNOLOGY TECHNOLOGY,e3:d0:26:cb:d7:52,437.632.179.144,ARIZONA,NAVAJO COUNTY,b2:25:8e:1e:08:1e,CREDENTIALS,Y,N,TRUMP: DOWN 7263
11/02/2020 16:02:11,381.596.503.41,TECH INFRASTRUCTURE HPO-SUITE,87:f8:0f:a0:e5:cb,249.582.226.613,NEVADA,LYON COUNTY,1f:fc:b5:3e:26:69,FIREWALL,N,N,TRUMP: DOWN 15028
11/03/2020 14:16:05,388.817.610.713,NETW ADDRESSES RU MOSCOW BG COMMERCE,28:e6:ea:b0:e0:ec,424.990.401.69,GEORGIA,CAMDEN COUNTY,5a:9c:1c:71:0e:37,FIREWALL,U, ,TRUMP: DOWN 14503
11/02/2020 04:51:15,452.647.940.868,GU WUHAN GU COMMERCE SUITE IP CHINA,9d:40:73:8b:58:c5,184.221.654.300,MICHIGAN,IRON COUNTY ELECTION,3f:43:7b:2d:7b:90,FIREWALL, , ,TRUMP: DOWN 16544
11/03/2020 15:41:38,919.129.586.361,KJBHJD LTD WEB SERVER,bd:7d:fa:08:f8:7b,715.72.185.613,MICHIGAN,GLADWIN COUNTY,15:1d:ff:60:c9:4a,FIREWALL, ,N,TRUMP: DOWN 37287
11/05/2020 02:44:30,836.855.949.711,ALK-143 GMBH GB DATA SBUH-187 NETWORK,76:5a:ce:59:ae:d4,944.236.608.885,NEVADA,ELKO COUNTY ELECTION,26:e9:3f:64:95:90,CREDENTIALS, , ,TRUMP: DOWN 12465
11/05/2020 03:51:54,743.453.386.81,WLS BEIJING ALK-143 ONLINE,5f:cc:69:24:3e:43,667.977.382.241,GEORGIA,FLOYD COUNTY ELECTION,9a:cb:26:a0:cb:07,BOTH,U,N,TRUMP: DOWN 15163
11/01/2020 22:22:49,136.233.249.392,SERVER RCV TECH BG,67:07:18:95:f0:71,679.982.406.585,GEORGIA,WHITFIELD COUNTY ELECTION,8f:a0:b7:70:48:f2,*,Y, ,TRUMP: DOWN 13055
11/04/2020 05:41:44,453.18.813.939,718 RU STATIC ADDRESSES,42:6e:68:b9:3b:bb,737.878.956.991,PENNSYLVANIA,ALLEGHENY COUNTY,a2:b6:96:63:f6:91,FIREWALL,U, ,TRUMP: DOWN 10552
11/04/2020 11:04:44,629.286.348.480,NETWORK SINGNET WUHAN GMBH,2d:b8:90:62:01:0c,217.159.813.548,ARIZONA,GREENLEE COUNTY ELECTION,93:28:79:81:74:89,*,U,N,TRUMP: DOWN 22498
11/04/2020 02:01:34,648.215.866.232,COMM CELLNAM ALLOYS SBUH-187 718 LTD SUITE,87:3b:c9:26:48:12,673.157.54.251,ARIZONA,NAVAJO COUNTY,06:6d:0a:c3:14:e3,FIREWALL,Y,N,TRUMP: DOWN 36660
11/02/2020 15:38:04,729.775.382.256,POOLS SWITCHBOARD GU JAPAN,e2:f0:f7:b8:84:39,791.818.584.26,MICHIGAN,KALKASKA COUNTY,cb:fe:77:d3:ad:63,BOTH,N,Y,TRUMP: DOWN 34705
11/03/2020 21:01:09,590.239.901.617,BG COMMERCE GU RSV,9e:26:ed:e7:6e:a8,919.519.480.40,ARIZONA,PIMA COUNTY ELECTION,20:7b:ee:8f:3b:eb,CREDENTIALS,Y,N,TRUMP: DOWN 6982
11/05/2020 03:20:32,138.749.493.783,NET SERVER BG ALLOYS E-LEARNING NETW,a6:69:0e:b7:b7:25,172.74.64.123,ARIZONA,SANTA CRUZ COUNTY ELECTION,d2:b7:9b:a4:27:e3,CREDENTIALS, ,Y,TRUMP: DOWN 11045
11/05/2020 22:53:59,179.818.889.80,RCV GMBH,b5:e2:c1:bd:be:42,417.953.469.445,ARIZONA,MARICOPA COUNTY,c9:25:23:44:8d:07,FIREWALL,N, ,TRUMP: DOWN 21479
11/03/2020 05:15:12,902.683.694.532,GB TECHNOLOGY COMMERCE GU,6a:6a:64:3e:f9:40,63.245.852.544,MICHIGAN,IOSCO COUNTY,a5:d4:08:7c:f8:24,BOTH,N,Y,TRUMP: DOWN 4242
11/03/2020 21:06:47,660.988.651.626,IP RU CHINA STATIC 718 GB,94:ff:2f:37:bb:d2,743.881.464.518,PENNSYLVANIA,ALLEGHENY COUNTY ELECTION,3c:82:6e:10:a4:e8,*,N, ,TRUMP: DOWN 7194
11/04/2020 14:48:05,373.464.498.471,NETWORK BG INFRASTRUCTURE WLS CN,23:98:75:db:5f:df,34.725.408.249,GEORGIA,HART COUNTY,8b:7b:6d:ea:68:ef,BOTH,U, ,TRUMP: DOWN 48115
11/04/2020 04:00:22,20.579.254.78,RCV SINGNET SBUH-187 INFORMATION,69:7d:c6:6f:39:f8,715.320.360.907,PENNSYLVANIA,BEAVER COUNTY,86:c8:43:27:5c:2f,*,U,Y,TRUMP: DOWN 47012
11/03/2020 05:47:05,773.710.674.641,WUHAN COMMERCE COMM LTD,96:d8:d8:21:04:13,48.776.586.676,MICHIGAN,KENT COUNTY ELECTION,0e:bf:52:ae:4c:07,*, ,Y,TRUMP: DOWN 11172
11/05/2020 19:13:35,499.608.204.596,AVHJ-OU JAPAN GU INFORMATION ONLINE KJBHJD LTD STATIC,34:ef:40:48:46:a7,542.244.263.906,NEVADA,ELKO COUNTY ELECTION,d8:62:8f:6a:bb:c9,*,U,Y,TRUMP: DOWN 37000
11/05/2020 06:33:19,623.3.684.346,CENTER WUHAN SINGNET SWITCHBOARD MOSCOW,c9:cc:1d:73:cc:51,233.897.704.567,MICHIGAN,MONTCALM COUNTY,93:49:7f:69:c7:41,CREDENTIALS,U, ,TRUMP: DOWN 11752
11/03/2020 16:12:44,638.88.902.716,ADDRESSES HPO-SUITE,c4:62:66:86:b1:fe,661.409.570.72,GEORGIA,MADISON COUNTY,09:8e:2c:75:46:1c,*,Y,N,TRUMP: DOWN 16569
11/02/2020 12:14:15,198.500.72.503,MOSCOW DATA LTD,90:84:9c:9a:55:c6,346.256.406.866,MICHIGAN,CLINTON COUNTY ELECTION,45:27:98:aa:53:67,*, ,Y,TRUMP: DOWN 25747
11/03/2020 22:33:50,830.408.972.974,COMMERCIAL GU WEB,f6:73:4c:4c:59:31,951.216.254.782,MICHIGAN,BARRY COUNTY ELECTION,c2:48:35:c4:e7:d9,BOTH,U,N,TRUMP: DOWN 40816
11/05/2020 01:21:59,672.38.87.898,SERVER POOLS,db:b6:0f:e4:27:fc,539.667.812.790,GEORGIA,TIFT COUNTY,99:68:ce:df:b9:98,BOTH,U,Y,TRUMP: DOWN 24421
11/01/2020 11:02:22,696.916.939.584,SWITCHBOARD CH,d2:92:e6:d1:ad:48,54.798.888.282,NEVADA,LINCOLN COUNTY,22:c4:5d:75:99:b3,BOTH, ,Y,TRUMP: DOWN 6712
11/01/2020 22:27:09,264.317.965.383,NETLIN IP,1f:99:6b:5e:99:07,175.613.896.662,MICHIGAN,PRESQUE ISLE COUNTY,36:77:45:68:9b:78,*,U,N,TRUMP: DOWN 11284
11/01/2020 23:39:17,43.626.348.340,COMMERCIAL ALLOYS NETW CH WEB TECHNOLOGY,fb:08:02:8e:f4:97,958.704.403.287,NEVADA,NYE COUNTY,e5:d3:93:49:d5:87,FIREWALL,N, ,TRUMP: DOWN 11033
11/05/2020 07:46:29,664.495.783.987,NETW GB AVHJ-OU BG 718 BG,28:d5:80:70:ed:ce,542.635.773.866,MICHIGAN,SAGINAW COUNTY ELECTION,d6:79:b1:13:0f:08,BOTH,U,Y,TRUMP: DOWN 27619
11/04/2020 13:56:34,683.498.276.604,SUITE CH HPO-SUITE LTD WEB RSV COMMERCIAL,70:1d:8f:49:bd:28,52.260.423.86,ARIZONA,LA PAZ COUNTY,93:65:8d:2c:97:75,*,N,Y,TRUMP: DOWN 16376
11/05/2020 06:13:10,330.31.758.378,KJBHJD LTD 718 BG,73:5f:2b:c7:01:af,675.282.592.963,PENNSYLVANIA,FAYETTE COUNTY,dc:41:e0:ac:12:74,BOTH,U,N,TRUMP: DOWN 10732
11/04/2020 22:49:46,743.175.768.0,AVHJ-OU CH STATIC,08:f4:2b:d7:81:d3,940.730.599.371,GEORGIA,MACON COUNTY ELECTION,e5:30:1d:58:6a:a8,BOTH,U,Y,TRUMP: DOWN 48503
11/01/2020 04:10:25,500.278.220.674,IP RU HPO-SUITE POOLS NET,87:36:26:4f:0d:e5,61.460.34.879,ARIZONA,MARICOPA COUNTY,42:a1:e5:15:e6:6a,*,N, ,TRUMP: DOWN 8752
11/03/2020 06:17:42,957.263.873.612,CHINA SBUH-187 SINGNET GU NETLIN ALK-143,91:32:ad:4b:a6:a4,166.335.671.432,GEORGIA,FRANKLIN COUNTY,ab:30:30:8f:92:cd,FIREWALL,Y,Y,TRUMP: DOWN 41611
11/05/2020 14:48:14,548.620.116.413,STATIC ETHN SBUH-187 SINGNET RSV DATA IP,cf:87:9d:aa:80:b6,298.124.681.254,GEORGIA,JONES COUNTY,7b:34:4c:99:f6:7e,FIREWALL,N,Y,TRUMP: DOWN 26427
11/02/2020 18:18:38,569.597.673.608,HPO-SUITE NETWORK CHINA COMMERCIAL SWITCHBOARD POOLS,7e:a7:8b:1a:48:52,746.931.889.926,MICHIGAN,HILLSDALE COUNTY,a7:8f:f7:64:4f:54,*, ,Y,TRUMP: DOWN 9885
11/02/2020 03:20:56,597.107.248.891,POOLS JAPAN KJBHJD LTD ADDRESSES,80:75:4b:44:ec:36,762.348.171.545,MICHIGAN,BAY COUNTY ELECTION,60:5b:37:c5:f7:93,FIREWALL,N,Y,TRUMP: DOWN 18758
11/05/2020 13:05:07,414.413.300.41,WUHAN DATA GU INFORMATION,98:00:ae:a8:d3:c2,321.843.901.219,GEORGIA,STEPHENS COUNTY,6f:75:34:46:c8:32,BOTH,N,Y,TRUMP: DOWN 29291
11/03/2020 01:28:18,205.920.0.373,ALK-143 MOSCOW GMBH SERVER TECHNOLOGY,3c:3e:e2:c4:b5:51,124.999.364.233,PENNSYLVANIA,PIKE COUNTY ELECTION,5d:46:c8:5f:a4:1d,CREDENTIALS,U, ,TRUMP: DOWN 17224
11/01/2020 00:41:10,812.813.456.708,COMMERCE SERVER STATIC ALK-143 GU COMMERCIAL BEIJING,48:c4:47:5d:f7:94,222.263.683.624,MICHIGAN,OSCEOLA COUNTY ELECTION,af:f8:9f:c0:c2:c9,CREDENTIALS, ,Y,TRUMP: DOWN 10039
11/04/2020 01:20:12,612.121.18.174,NETW COMMERCIAL IP 200 CN RCV SWITCHBOARD,11:70:ad:bd:c8:f7,319.716.757.295,ARIZONA,GILA COUNTY ELECTION,47:4a:75:96:52:8f,BOTH,Y, ,TRUMP: DOWN 42746
11/04/2020 02:32:26,748.781.149.462,SINGNET CH,8a:87:a3:96:02:c7,799.797.213.138,NEVADA,NYE COUNTY ELECTION,82:bd:0c:cd:2f:c0,CREDENTIALS,U,Y,TRUMP: DOWN 39398
11/02/2020 23:02:17,948.586.423.593,POOLS GB WUHAN SBUH-187,03:e4:48:c8:94:d1,228.577.90.350,PENNSYLVANIA,ELK COUNTY ELECTION,79:93:93:c6:43:c9,BOTH,U,N,TRUMP: DOWN 36058
11/01/2020 08:19:46,625.500.331.611,CN WUHAN,47:92:dc:69:41:c9,958.130.514.301,GEORGIA,BULLOCH COUNTY,cd:6d:a8:58:e2:92,*,N, ,TRUMP: DOWN 19807
11/02/2020 14:45:54,866.595.579.914,STATIC STATIC RSV BG RCV SERVER WUHAN,bf:e3:27:cd:cf:0d,823.876.783.804,GEORGIA,WARE COUNTY ELECTION,b6:84:57:bc:71:c2,BOTH,Y, ,TRUMP: DOWN 48262
11/05/2020 09:56:57,851.855.470.397,CENTER WEB NETWORK BEIJING CELLNAM LTD,e5:94:cd:d6:43:9a,427.6.316.914,ARIZONA,SANTA CRUZ COUNTY ELECTION,2b:16:55:38:64:bc,*, ,Y,TRUMP: DOWN 9958
11/01/2020 12:52:05,12.996.398.202,RSV STATIC,d2:d4:6c:16:f6:2b,684.912.278.289,GEORGIA,MARION COUNTY,2d:da:2e:4a:00:6f,BOTH, , ,TRUMP: DOWN 15455
11/03/2020 17:30:23,8.754.268.805,LKL-21 NETLIN 200 GMBH INFRASTRUCTURE COMMERCIAL,1a:94:54:94:3e:fd,489.423.115.14,MICHIGAN,INGHAM COUNTY,a2:4d:b4:53:a0:12,FIREWALL,Y, ,TRUMP: DOWN 28908
11/01/2020 11:06:53,991.188.809.379,HPO-SUITE SUITE ALK-143 SBUH-187 E-LEARNING,a2:c3:ce:b0:cb:ff,667.156.535.861,NEVADA,LYON COUNTY,03:87:8f:bb:ab:a2,BOTH,Y,N,TRUMP: DOWN 34153
11/02/2020 06:16:57,732.481.452.334,JAPAN GMBH,ae:94:f1:7d:85:eb,986.4.153.278,ARIZONA,COCONINO COUNTY,db:ba:a2:45:1f:11,*,U,Y,TRUMP: DOWN 41095
11/04/2020 03:15:25,966.582.863.60,SUITE CENTER COMMERCE SUITE STATIC CENTER,11:83:90:3a:53:ba,676.161.419.779,ARIZONA,LA PAZ COUNTY,da:d2:b2:e6:92:4a,CREDENTIALS,U, ,TRUMP: DOWN 25069
11/01/2020 01:05:22,531.99.491.553,CN NETLIN ONLINE POOLS COMMERCIAL,d8:d7:50:78:86:4e,515.320.648.965,MICHIGAN,MECOSTA COUNTY,e7:15:f5:82:7d:30,FIREWALL, , ,TRUMP: DOWN 43083
11/02/2020 10:39:58,822.765.633.736,SINGNET CN,c9:25:13:aa:8f:2c,20.250.813.204,NEVADA,EUREKA COUNTY,bb:73:2a:6e:66:89,CREDENTIALS,N, ,TRUMP: DOWN 26102
11/03/2020 00:28:06,431.391.599.849,CN INFORMATION 718 BEIJING DATA,80:f6:d2:9a:72:04,908.291.169.866,GEORGIA,TELFAIR COUNTY ELECTION,f3:f9:af:29:9a:16,*,U, ,TRUMP: DOWN 8282
11/05/2020 10:07:14,644.331.398.347,INFRASTRUCTURE COMMERCE GB,27:e6:51:da:17:f1,818.751.186.933,NEVADA,CLARK COUNTY,aa:4f:2c:34:33:e9,BOTH, ,Y,TRUMP: DOWN 25739
11/01/2020 21:01:30,117.536.403.774,KJBHJD LTD INFRASTRUCTURE NETLIN COMMERCIAL TECH GU,ca:4c:34:b4:b2:bb,282.731.846.169,PENNSYLVANIA,NORTHUMBERLAND COUNTY ELECTION,43:f3:ec:3b:fd:f3,*, ,Y,TRUMP: DOWN 28960
11/02/2020 13:37:44,959.65.880.812,TECHNOLOGY CH,4c:44:48:51:17:f0,364.93.161.840,NEVADA,NYE COUNTY,41:6b:2f:f7:86:4f,CREDENTIALS,N,N,TRUMP: DOWN 9449
11/01/2020 08:58:39,496.646.953.739,CN ETHN,c4:08:ce:17:6a:0c,30.653.829.696,ARIZONA,YUMA COUNTY,81:ac:e5:43:d1:2b,CREDENTIALS,U,Y,TRUMP: DOWN 21157
11/02/2020 16:01:25,365.760.474.150,CHINA BEIJING NETLIN WUHAN,77:c9:9e:9a:23:32,369.578.574.902,GEORGIA,BERRIEN COUNTY ELECTION,56:dc:32:ef:e0:f6,*,Y,N,TRUMP: DOWN 33595
11/02/2020 08:15:58,443.294.562.260,KJBHJD LTD DATA CHINA ONLINE,52:08:7f:e3:fa:2d,805.584.563.221,NEVADA,LYON COUNTY,cd:dc:4d:62:d0:be,BOTH,Y,N,TRUMP: DOWN 29763
11/04/2020 16:31:25,961.734.544.267,CH WUHAN GU LKL-21,fa:ed:19:68:af:fb,241.513.407.719,PENNSYLVANIA,YORK COUNTY,3a:e5:03:81:0f:28,CREDENTIALS, , ,TRUMP: DOWN 48511
11/01/2020 12:43:24,408.138.873.160,ALLOYS BEIJING,ac:47:f2:09:b5:38,247.403.416.210,PENNSYLVANIA,CLINTON COUNTY,5e:8c:c4:63:05:ec,FIREWALL,Y,N,TRUMP: DOWN 35719
11/03/2020 05:43:55,313.339.952.801,GMBH CELLNAM,67:8d:a2:c7:7f:9f,749.167.836.594,MICHIGAN,BARAGA COUNTY ELECTION,d0:38:cd:05:59:69,FIREWALL,U, ,TRUMP: DOWN 16857
11/05/2020 20:06:58,516.335.970.289,RCV COMM TECH GU RSV IP SERVER,fe:8b:3d:f4:a0:70,289.679.9.710,ARIZONA,PINAL COUNTY,9c:9c:3c:2f:99:9e,CREDENTIALS,Y, ,TRUMP: DOWN 23027
11/05/2020 12:13:24,217.301.946.68,ETHN CH SERVER NETLIN INFRASTRUCTURE,df:f4:3b:c7:fd:b1,128.815.447.258,MICHIGAN,MASON COUNTY ELECTION,68:5f:04:d9:10:67,FIREWALL,U,Y,TRUMP: DOWN 11952
11/04/2020 16:03:06,304.376.328.554,JAPAN GU 200 RCV GU WEB,dd:3d:7a:dc:be:d6,438.625.452.484,ARIZONA,GILA COUNTY ELECTION,74:c9:37:52:06:80,FIREWALL,N, ,TRUMP: DOWN 26755
11/04/2020 20:08:42,348.439.751.32,COMMERCE POOLS SINGNET COMMERCIAL 200 TECHNOLOGY,60:55:4b:06:ed:cb,200.645.103.207,MICHIGAN,GRATIOT COUNTY ELECTION,7d:54:d7:2e:d4:69,*,Y, ,TRUMP: DOWN 1996
11/05/2020 10:32:36,64.952.967.470,MOSCOW HPO-SUITE NETW COMMERCE NET GMBH JAPAN,64:0f:89:45:c2:f3,740.40.847.190,ARIZONA,APACHE COUNTY,d5:9f:b2:fd:6b:e4,*,Y,N,TRUMP: DOWN 26858
11/05/2020 10:53:02,633.534.615.222,GMBH COMM COMMERCE AVHJ-OU ALK-143 NETLIN,6e:b0:35:47:8e:85,272.144.908.561,NEVADA,EUREKA COUNTY ELECTION,c0:ac:9c:ea:43:d3,*, ,N,TRUMP: DOWN 26821
11/04/2020 07:31:52,298.765.401.955,COMMERCIAL ONLINE RSV INFORMATION E-LEARNING,29:61:dc:04:f1:f8,721.921.373.142,PENNSYLVANIA,LUZERNE COUNTY,a7:aa:8b:cd:c6:e8,FIREWALL,N, ,TRUMP: DOWN 22387
11/02/2020 18:02:15,139.726.401.431,RCV KJBHJD LTD IP NETLIN TECHNOLOGY WEB,66:8e:1a:03:83:16,92.490.881.888,GEORGIA,BURKE COUNTY,b6:97:65:fd:00:98,FIREWALL,Y, ,TRUMP: DOWN 36843
11/02/2020 00:34:30,167.48.348.293,INFORMATION NET NETWORK,23:f4:f1:d1:73:93,366.298.304.761,ARIZONA,COCONINO COUNTY,a3:b8:22:c9:6b:2f,*, ,N,TRUMP: DOWN 18684
11/03/2020 17:09:19,965.338.410.528,GB NET JAPAN SUITE GMBH,15:b4:ee:dd:bc:4d,337.227.369.86,GEORGIA,BANKS COUNTY ELECTION,05:ba:96:3f:e3:79,CREDENTIALS,Y,N,TRUMP: DOWN 39389
11/01/2020 17:44:57,73.409.380.202,718 AVHJ-OU LKL-21 COMMERCE CHINA CH,78:4b:4e:06:af:f4,595.8.841.26,PENNSYLVANIA,CRAWFORD COUNTY ELECTION,01:26:7e:f3:9d:4c,CREDENTIALS,U,Y,TRUMP: DOWN 23667
11/05/2020 06:20:38,906.628.752.934,JAPAN COMMERCIAL CENTER INFRASTRUCTURE AVHJ-OU,75:46:86:cf:3f:e0,508.257.7.463,MICHIGAN,KALKASKA COUNTY ELECTION,fe:0e:e7:ce:0a:f5,FIREWALL,Y,N,TRUMP: DOWN 19795
11/01/2020 19:43:05,224.637.247.485,NET IP CELLNAM RU CH CH GB,81:db:85:d4:95:63,189.137.94.697,PENNSYLVANIA,TIOGA COUNTY,2c:97:7b:de:65:a8,*,Y, ,TRUMP: DOWN 35882
11/05/2020 02:13:51,453.696.120.485,718 CN,f4:1a:26:e7:2c:0e,79.452.40.591,NEVADA,EUREKA COUNTY,2a:bc:d7:5f:3f:e7,FIREWALL, ,Y,TRUMP: DOWN 41570
